Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,FirstName,LastName,skills
51,No,Travel_Rarely,632,Sales,21,4,Marketing,1,120,3,Male,71,3,2,Sales Executive,4,Single,5441,8423,0,Y,Yes,22,4,4,80,0,11,2,1,10,7,1,0,Roberto,Michael,"[""Cold Calling"",""Salesforce"",""Revenue Forecasting"",""B2B Sales"",""Negotiation""]"
32,No,Travel_Rarely,548,Research & Development,1,3,Life Sciences,1,96,2,Male,66,3,2,Research Scientist,2,Married,6220,7346,1,Y,No,17,3,2,80,2,10,3,3,10,4,0,9,Nevaeh,Lucas,"[""Scientific Writing"",""Hypothesis Testing"",""Experiment Design"",""Lab Safety"",""Statistics""]"
45,No,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,1,86,2,Male,59,3,3,Research Scientist,1,Divorced,9724,18787,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0,Cohen,Raymond,"[""Machine Learning"",""Statistics"",""Python"",""Experiment Design"",""Literature Review""]"
34,No,Travel_Rarely,1153,Research & Development,1,2,Medical,1,110,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,Karli,Barker,"[""Supply Chain Coordination"",""Workforce Scheduling"",""Operations Management"",""Six Sigma"",""Lean Manufacturing"",""Budgeting""]"
29,No,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,1,94,3,Male,76,3,1,Research Scientist,2,Married,2703,4956,0,Y,No,23,4,4,80,1,6,3,3,5,4,0,4,Joel,Mcmillan,"[""Hypothesis Testing"",""Data Analysis"",""Microscopy"",""Lab Safety"",""Python""]"
51,No,Travel_Rarely,432,Research & Development,9,4,Life Sciences,1,116,4,Male,96,3,1,Laboratory Technician,4,Married,2075,18725,3,Y,No,23,4,2,80,2,10,4,3,4,2,0,3,Alexus,Estes,"[""Sample Analysis"",""Chemical Handling"",""Standard Operating Procedures (SOP)"",""Microscopy""]"
31,No,Travel_Rarely,1082,Research & Development,1,4,Medical,1,95,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,0,Maci,Frost,"[""Literature Review"",""Microscopy"",""Hypothesis Testing"",""Lab Safety"",""Machine Learning""]"
30,No,Travel_Rarely,288,Research & Development,2,3,Life Sciences,1,117,3,Male,99,2,2,Healthcare Representative,4,Married,4152,15830,1,Y,No,19,3,1,80,3,11,3,3,11,10,10,8,Kinsley,Flowers,"[""Conflict Resolution"",""Empathy"",""Patient Communication"",""Customer Service"",""Emotional Intelligence""]"
30,No,Travel_Rarely,1334,Sales,4,2,Medical,1,121,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Y,Yes,12,3,2,80,3,11,4,2,11,8,2,7,Elaine,Ewing,"[""Salesforce"",""Negotiation"",""CRM Tools"",""B2B Sales"",""Presentation Skills""]"
46,No,Travel_Frequently,638,Research & Development,1,3,Medical,1,124,3,Male,40,2,3,Healthcare Representative,1,Married,10673,3142,2,Y,Yes,13,3,3,80,1,21,5,2,10,9,9,5,Caiden,Munoz,"[""Conflict Resolution"",""Emotional Intelligence"",""Regulatory Compliance"",""Patient Communication""]"
32,No,Travel_Rarely,1093,Sales,6,4,Medical,1,125,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,Y,No,16,3,1,80,0,12,0,3,11,8,5,7,Jocelyn,Bradford,"[""Customer Acquisition"",""Presentation Skills"",""Time Management"",""CRM Tools""]"
24,No,Travel_Rarely,1353,Sales,3,2,Other,1,128,1,Female,33,3,2,Sales Executive,3,Married,4999,17519,0,Y,No,21,4,1,80,1,4,2,2,3,2,0,2,Rohan,Chapman,"[""Customer Acquisition"",""Time Management"",""Presentation Skills"",""Cold Calling""]"
54,No,Travel_Rarely,1217,Research & Development,2,4,Technical Degree,1,126,1,Female,60,3,3,Research Director,3,Married,13549,24001,9,Y,No,12,3,1,80,1,16,5,1,4,3,0,3,Marques,Armstrong,"[""Machine Learning"",""Data Science"",""Strategic Planning"",""Research Management"",""Ethics \u0026 Compliance""]"
58,No,Travel_Rarely,682,Sales,10,4,Medical,1,131,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,Y,No,13,3,3,80,0,38,1,2,37,10,1,8,Clayton,Mccormick,"[""Lead Scoring"",""Revenue Forecasting"",""Time Management"",""B2B Sales"",""CRM Tools"",""Presentation Skills""]"
44,No,Non-Travel,489,Research & Development,23,3,Medical,1,132,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,4,Y,No,12,3,3,80,1,17,3,4,3,2,1,2,Darius,Krause,"[""Attention to Detail"",""Chemical Handling"",""Microscopy"",""Data Entry"",""Sample Analysis"",""Lab Safety""]"
37,Yes,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,133,3,Male,63,3,1,Human Resources,1,Divorced,2073,23648,4,Y,Yes,22,4,4,80,0,7,3,3,3,2,0,2,Ahmed,Hawkins,"[""Interviewing"",""Employee Engagement"",""Recruitment"",""Payroll Processing""]"
28,No,Non-Travel,120,Sales,4,3,Medical,1,129,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,Y,No,15,3,2,80,0,5,3,4,5,4,0,4,Emmanuel,Franklin,"[""Negotiation"",""B2B Sales"",""Salesforce"",""CRM Tools"",""Time Management"",""Lead Scoring""]"
32,No,Travel_Rarely,827,Research & Development,1,1,Life Sciences,1,134,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,Y,No,13,3,4,80,0,1,2,3,1,0,0,0,Kymani,Benjamin,"[""Statistics"",""Microscopy"",""Data Analysis"",""Literature Review"",""Experiment Design""]"
20,Yes,Travel_Frequently,871,Research & Development,6,3,Life Sciences,1,137,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Y,Yes,18,3,2,80,0,1,5,3,1,0,1,0,Callum,Mcdaniel,"[""Attention to Detail"",""Sample Analysis"",""Lab Safety"",""Equipment Handling""]"
37,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,139,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0,Ronnie,Mayer,"[""Empathy"",""CRM"",""Customer Service"",""Healthcare Knowledge"",""Patient Communication""]"
50,No,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,141,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Y,Yes,19,3,1,80,0,28,1,2,8,3,0,7,Slade,Griffith,"[""Academic Publishing"",""Research Management"",""Strategic Planning"",""Team Leadership""]"
25,Yes,Travel_Rarely,240,Sales,5,3,Marketing,1,142,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Y,Yes,11,3,4,80,0,6,1,3,6,4,0,3,Lee,Frye,"[""B2B Sales"",""Presentation Skills"",""Lead Scoring"",""Time Management"",""Negotiation""]"
59,No,Non-Travel,1420,Human Resources,2,4,Human Resources,1,140,3,Female,32,2,5,Manager,4,Married,18844,21922,9,Y,No,21,4,4,80,1,30,3,3,3,2,2,2,Marlon,Ford,"[""Team Management"",""Leadership"",""Performance Reviews"",""Budget Management"",""KPI Tracking"",""Project Management""]"
34,No,Travel_Rarely,665,Research & Development,6,4,Other,1,138,1,Female,41,3,2,Research Scientist,3,Single,4809,12482,1,Y,No,14,3,3,80,0,16,3,3,16,13,2,10,Zariah,Black,"[""Experiment Design"",""Lab Safety"",""Data Analysis"",""Python"",""Scientific Writing""]"
25,No,Travel_Rarely,1280,Research & Development,7,1,Medical,1,143,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1,Veronica,Rowe,"[""Experiment Design"",""Lab Safety"",""Data Analysis"",""Microscopy"",""Machine Learning""]"
22,No,Travel_Rarely,534,Research & Development,15,3,Medical,1,144,2,Female,59,3,1,Laboratory Technician,4,Single,2871,23785,1,Y,No,15,3,3,80,0,1,5,3,0,0,0,0,Aylin,Berg,"[""Microscopy"",""Standard Operating Procedures (SOP)"",""Data Entry"",""Time Management""]"
34,Yes,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,147,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Y,Yes,24,4,4,80,0,9,3,3,9,7,0,6,Keith,Baxter,"[""Sample Analysis"",""Lab Safety"",""Equipment Handling"",""Chemical Handling""]"
51,No,Travel_Frequently,1456,Research & Development,1,4,Medical,1,145,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,Y,No,20,4,3,80,0,23,1,2,13,12,12,8,Neveah,Rowe,"[""Time Management"",""Customer Service"",""Healthcare Knowledge"",""Regulatory Compliance"",""Emotional Intelligence"",""Patient Communication""]"
24,No,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,150,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,Y,No,12,3,3,80,1,6,2,3,5,3,1,2,Maya,Mccann,"[""Standard Operating Procedures (SOP)"",""Time Management"",""Sample Analysis"",""Equipment Handling""]"
54,No,Non-Travel,142,Human Resources,26,3,Human Resources,1,148,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Y,Yes,12,3,3,80,0,23,3,3,5,3,4,4,Chaz,Bruce,"[""Strategic Planning"",""Budget Management"",""Leadership"",""Project Management"",""KPI Tracking""]"
34,No,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,151,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0,Aaron,Weber,"[""Scientific Writing"",""Data Analysis"",""Python"",""Literature Review"",""Machine Learning"",""Statistics""]"
37,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,152,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3,Ellie,Gill,"[""Salesforce"",""Revenue Forecasting"",""B2B Sales"",""Presentation Skills"",""Time Management"",""Customer Acquisition""]"
34,No,Travel_Rarely,1354,Research & Development,5,3,Medical,1,153,3,Female,45,2,3,Manager,1,Single,11631,5615,2,Y,No,12,3,4,80,0,14,6,3,11,10,5,8,Rayne,Kerr,"[""Leadership"",""KPI Tracking"",""Team Management"",""Strategic Planning"",""Budget Management""]"
36,No,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,Y,No,22,4,1,80,1,7,2,3,1,0,0,0,Ryann,Rubio,"[""Sample Analysis"",""Lab Safety"",""Chemical Handling"",""Attention to Detail"",""Data Entry""]"
36,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,154,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8,Samara,Mcbride,"[""Cold Calling"",""Lead Scoring"",""Presentation Skills"",""CRM Tools"",""Revenue Forecasting"",""Time Management""]"
30,No,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,159,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,Y,No,25,4,3,80,3,10,2,2,10,7,0,9,Adriel,Wiggins,"[""Python"",""Microscopy"",""Scientific Writing"",""Lab Safety""]"
51,No,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,162,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,Y,No,13,3,3,80,0,23,5,3,20,18,15,15,Charlie,Atkinson,"[""Research Management"",""Machine Learning"",""Data Science"",""Strategic Planning"",""Grant Writing""]"
33,No,Non-Travel,750,Sales,22,2,Marketing,1,160,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7,Sanaa,Glass,"[""Lead Scoring"",""B2B Sales"",""Presentation Skills"",""Salesforce""]"
26,No,Travel_Rarely,841,Research & Development,6,3,Other,1,164,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3,Harper,Ramos,"[""Scientific Writing"",""Data Analysis"",""Machine Learning"",""Statistics""]"
43,No,Travel_Frequently,394,Sales,26,2,Life Sciences,1,158,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Y,Yes,12,3,4,80,2,25,3,4,25,12,4,12,Paris,Carr,"[""Cross-functional Collaboration"",""Performance Reviews"",""Leadership"",""Budget Management"",""Project Management""]"
58,Yes,Travel_Rarely,147,Research & Development,23,4,Medical,1,165,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,Y,No,12,3,4,80,1,40,3,2,40,10,15,6,Khalil,Mendez,"[""Healthcare Knowledge"",""Patient Communication"",""Conflict Resolution"",""Emotional Intelligence"",""Regulatory Compliance""]"
49,No,Travel_Rarely,470,Research & Development,20,4,Medical,1,170,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,Y,No,14,3,3,80,0,16,2,2,15,11,5,11,Damien,Howe,"[""Supply Chain Coordination"",""Process Improvement"",""Lean Manufacturing"",""Compliance Management"",""Inventory Planning"",""Workforce Scheduling""]"
19,Yes,Travel_Rarely,528,Sales,22,1,Marketing,1,167,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Y,Yes,19,3,4,80,0,0,2,2,0,0,0,0,Lizeth,Holland,"[""Upselling"",""Sales Presentations"",""Time Management"",""Product Knowledge"",""Relationship Building"",""Territory Management""]"
31,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7,Emery,Roach,"[""Cold Calling"",""B2B Sales"",""Revenue Forecasting"",""Customer Acquisition"",""Salesforce""]"
31,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Y,Yes,11,3,3,80,1,4,2,3,2,2,2,2,Wilson K,Adinolfi,"[""B2B Sales"",""Presentation Skills"",""CRM Tools"",""Cold Calling"",""Time Management"",""Revenue Forecasting""]"
22,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,169,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1,Matilda,Randall,"[""Data Entry"",""Time Management"",""Attention to Detail"",""Microscopy"",""Equipment Handling"",""Sample Analysis""]"
26,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,Y,No,23,4,4,80,1,8,3,3,8,7,5,7,Dianna,Blount,"[""Communication"",""HR Policies"",""Performance Appraisal"",""Conflict Resolution""]"
41,No,Travel_Rarely,802,Sales,9,1,Life Sciences,1,176,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Y,Yes,13,3,3,80,1,12,2,3,9,7,0,7,Joanne,Handschiegl,"[""CRM Tools"",""B2B Sales"",""Lead Scoring"",""Time Management"",""Salesforce"",""Presentation Skills""]"
36,No,Travel_Rarely,216,Research & Development,6,2,Medical,1,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,2819,6,Y,No,20,4,4,80,2,7,0,3,3,2,0,1,Jean,Crimmings,"[""Compliance Management"",""Process Improvement"",""Operations Management"",""Workforce Scheduling"",""Inventory Planning""]"
43,No,Travel_Frequently,957,Research & Development,28,3,Medical,1,171,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,Y,No,12,3,4,80,0,18,2,3,3,2,1,2,Nicholas,Obrien,"[""Microscopy"",""Machine Learning"",""Statistics"",""Experiment Design""]"
56,Yes,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,161,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Y,Yes,18,3,1,80,3,7,2,3,5,4,4,3,Ryan,Lynch,"[""Literature Review"",""Statistics"",""Hypothesis Testing"",""Scientific Writing"",""Microscopy""]"
50,No,Travel_Frequently,809,Sales,12,3,Marketing,1,174,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,Y,No,11,3,4,80,0,16,3,3,2,2,2,1,Mildred,Gentry,"[""Customer Acquisition"",""Negotiation"",""Cold Calling"",""CRM Tools"",""Time Management""]"
30,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,184,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7,Maliki,Moumanil,"[""Interviewing"",""Employee Engagement"",""Onboarding"",""HR Policies"",""Recruitment"",""People Analytics""]"
39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,182,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,Y,No,14,3,3,80,1,17,1,4,15,11,5,9,Susan,Lundy,"[""Cold Calling"",""Presentation Skills"",""Lead Scoring"",""Time Management"",""B2B Sales"",""CRM Tools""]"
51,Yes,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,179,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,Y,No,15,3,4,80,0,18,2,3,4,2,0,3,Nore,Sadki,"[""Supply Chain Coordination"",""Compliance Management"",""Inventory Planning"",""Budgeting""]"
32,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,1,190,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,4,Nader,Barton,"[""Time Management"",""Data Entry"",""Equipment Handling"",""Chemical Handling""]"
45,No,Travel_Rarely,1316,Research & Development,29,3,Medical,1,192,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,Y,No,13,3,2,80,0,9,2,2,6,5,0,3,Quinn,Rarrick,"[""Hypothesis Testing"",""Statistics"",""Data Analysis"",""Microscopy"",""Experiment Design""]"
25,No,Travel_Rarely,959,Sales,28,3,Life Sciences,1,183,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,Y,No,18,3,4,80,0,6,3,3,2,2,2,2,Kramer,Keatts,"[""Presentation Skills"",""Negotiation"",""Salesforce"",""Customer Acquisition""]"
38,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,193,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,Y,Yes,20,4,2,80,0,19,2,3,3,2,2,2,Beatrice,Chace,"[""Microscopy"",""Python"",""Experiment Design"",""Data Analysis"",""Literature Review""]"
30,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,194,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,4,Adrienne J,Homberger,"[""Experiment Design"",""Python"",""Microscopy"",""Statistics""]"
32,No,Travel_Frequently,689,Sales,9,2,Medical,1,195,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,7,Marilyn,Linares,"[""Cold Calling"",""Negotiation"",""Presentation Skills"",""B2B Sales"",""Lead Scoring""]"
30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,2,Timothy,Sullivan,"[""Statistics"",""Hypothesis Testing"",""Scientific Writing"",""Lab Safety"",""Data Analysis""]"
41,No,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,199,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,Y,No,13,3,2,80,1,21,2,2,7,6,7,7,Anna,Von Massenbach,"[""Team Management"",""Strategic Planning"",""KPI Tracking"",""Leadership"",""Performance Reviews"",""Cross-functional Collaboration""]"
30,No,Travel_Rarely,1427,Research & Development,2,1,Medical,1,198,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2,Jennifer,Medeiros,"[""Sample Analysis"",""Standard Operating Procedures (SOP)"",""Attention to Detail"",""Data Entry"",""Time Management""]"
41,No,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,200,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,Y,No,21,4,4,80,1,7,2,3,5,0,1,4,George,Johnson,"[""Lab Safety"",""Attention to Detail"",""Equipment Handling"",""Microscopy"",""Time Management"",""Standard Operating Procedures (SOP)""]"
19,No,Travel_Rarely,1181,Research & Development,3,1,Medical,1,201,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,Angela,Erilus,"[""Chemical Handling"",""Microscopy"",""Lab Safety"",""Time Management""]"
40,No,Travel_Frequently,1395,Research & Development,26,3,Medical,1,202,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,Y,No,11,3,1,80,1,20,2,3,20,7,2,13,Miguel,Estremera,"[""Machine Learning"",""Hypothesis Testing"",""Literature Review"",""Scientific Writing"",""Python""]"
45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,206,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,15,Davion,Sanchez,"[""Equipment Handling"",""Time Management"",""Lab Safety"",""Chemical Handling"",""Microscopy"",""Attention to Detail""]"
35,No,Travel_Rarely,662,Sales,1,5,Marketing,1,204,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,Y,No,13,3,1,80,2,10,3,3,10,8,0,6,Clinton,Owad,"[""Negotiation"",""Revenue Forecasting"",""Time Management"",""CRM Tools""]"
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,1,205,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Y,Yes,20,4,4,80,1,13,3,1,7,7,4,5,Constance,Sloan,"[""Territory Management"",""Upselling"",""Sales Presentations"",""Customer Service"",""Communication""]"
29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9,Augustus,Drake,"[""Supply Chain Coordination"",""Compliance Management"",""Process Improvement"",""Lean Manufacturing""]"
32,No,Travel_Frequently,967,Sales,8,3,Marketing,1,207,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,Y,No,14,3,4,80,0,9,2,3,9,8,3,7,Ross,Strickland,"[""Revenue Forecasting"",""Presentation Skills"",""Cold Calling"",""Customer Acquisition"",""Lead Scoring""]"
51,No,Travel_Rarely,1169,Research & Development,7,4,Medical,1,211,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,Y,No,17,3,3,80,0,10,2,3,1,0,0,0,Gracelyn,Huynh,"[""Inventory Planning"",""Lean Manufacturing"",""Process Improvement"",""Compliance Management"",""Six Sigma"",""Operations Management""]"
34,No,Travel_Frequently,303,Sales,2,4,Marketing,1,216,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,Y,No,18,3,4,80,1,6,3,3,4,3,1,2,Jaqueline,Terrell,"[""Territory Management"",""Customer Service"",""CRM"",""Upselling"",""Communication"",""Networking""]"
22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,1,217,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,Y,No,24,4,1,80,2,2,6,3,2,2,2,2,Quinn,Mccullough,"[""Statistics"",""Microscopy"",""Literature Review"",""Python"",""Scientific Writing"",""Hypothesis Testing""]"
40,No,Travel_Rarely,630,Sales,4,4,Marketing,1,215,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,Y,No,11,3,1,80,1,15,2,2,12,11,2,11,Edward,Everett,"[""Revenue Forecasting"",""Cold Calling"",""Presentation Skills"",""Customer Acquisition"",""B2B Sales"",""Negotiation""]"
27,No,Non-Travel,691,Research & Development,9,3,Medical,1,218,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2,Selena,Greer,"[""Experiment Design"",""Hypothesis Testing"",""Literature Review"",""Lab Safety"",""Microscopy""]"
58,No,Travel_Rarely,1145,Research & Development,9,3,Medical,1,214,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Y,Yes,20,4,2,80,1,9,3,2,1,0,0,0,Orlando,Armstrong,"[""Experiment Design"",""Python"",""Statistics"",""Data Analysis"",""Scientific Writing"",""Literature Review""]"
